subj,sport,gender,orientation,age,education,race,hispanic_or_latino,Running,CrossFit,Rock climbing,Yoga/Pilates,Cycling,Weightlifting,Hiking,Swimming,Other (please specify),duration,frequency,percent women,current_frame_size,ideal_frame_size,diff,current_thinness,current_tone,current_size
3111,Running,Female,5-Attracted to men exclusively,33,17,"White, Caucasian",No,No,No,No,Yes,No,Yes,No,No,Dodgeball,1-3 years,Three days a week,Less than 25%,8,4,-4,1,2,3
3112,Running,Female,5-Attracted to men exclusively,25,16,"White, Caucasian",No,Yes,No,No,No,Yes,No,No,No,,1-3 years,Three days a week,I do not run with other people.,5,3,-2,2,2,2
3113,Running,Female,5-Attracted to men exclusively,31,16,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,10 or more years,Four days a week,I do not run with other people.,2,2,0,2,3,2
3114,Running,Female,5-Attracted to men exclusively,20,15,Asian,No,Yes,No,No,Yes,Yes,No,Yes,Yes,,1-3 years,Four days a week,About 75%,5,3,-2,1,3,3
3115,Running,Female,5-Attracted to men exclusively,39,16,"White, Caucasian",No,Yes,No,No,No,No,Yes,Yes,No,,1-3 years,Five days a week,I do not run with other people.,6,4,-2,1,1,3
3116,Running,Female,5-Attracted to men exclusively,27,20,"White, Caucasian",No,Yes,No,Yes,Yes,No,No,Yes,No,,1-3 years,Three days a week,I do not run with other people.,7,5,-2,1,2,4
3117,Running,Female,4-Attracted to men more than women,,18,Asian,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,1-3 years,Four days a week,Less than 25%,3,2,-1,2,3,2
3118,Running,Female,4-Attracted to men more than women,37,19,"White, Caucasian",No,Yes,No,No,Yes,No,No,No,No,,4-6 years,Four days a week,I do not run with other people.,5,2,-3,3,2,2
3119,Running,Female,5-Attracted to men exclusively,26,18,"White, Caucasian",No,Yes,No,No,No,Yes,Yes,No,Yes,,4-6 years,Three days a week,About 50%,7,5,-2,1,1,2
3120,Running,Female,4-Attracted to men more than women,19,12,Other,No,Yes,No,Yes,No,Yes,No,Yes,Yes,,7-9 years,Six days a week,More than 75%,6,1,-5,1,1,1
3121,Running,Female,3-Attracted to women and men equally,29,20,"White, Caucasian",No,Yes,No,No,Yes,No,No,Yes,No,,7-9 years,Five days a week,I do not run with other people.,7,4,-3,5,4,4
3122,Running,Female,5-Attracted to men exclusively,31,17,Other,No,Yes,No,No,No,Yes,No,Yes,Yes,,10 or more years,Seven days a week,I do not run with other people.,3,3,0,3,4,4
3123,Running,Female,5-Attracted to men exclusively,21,15,"White, Caucasian",No,Yes,No,No,No,Yes,No,Yes,No,,4-6 years,Six days a week,I do not run with other people.,3,3,0,2,4,3
3124,Running,Female,5-Attracted to men exclusively,58,20,"White, Caucasian",No,Yes,No,No,Yes,No,Yes,Yes,No,,4-6 years,Four days a week,Less than 25%,6,3,-3,2,3,3
3125,Running,Female,5-Attracted to men exclusively,53,17,"White, Caucasian",No,Yes,No,No,No,No,Yes,No,No,,1-3 years,Three days a week,I do not run with other people.,4,3,-1,2,3,3
3126,Running,Female,5-Attracted to men exclusively,19,12,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,7-9 years,Six days a week,More than 75%,5,4,-1,1,3,3
3127,Running,Female,5-Attracted to men exclusively,21,15,"White, Caucasian",No,Yes,No,No,Yes,Yes,Yes,No,Yes,Horseback riding,7-9 years,Seven days a week,More than 75%,6,2,-4,1,1,2
3128,Running,Female,5-Attracted to men exclusively,29,18,"White, Caucasian",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,10 or more years,Four days a week,About 75%,4,2,-2,1,1,3
3129,Running,Female,5-Attracted to men exclusively,21,15,"White, Caucasian",No,Yes,No,No,No,Yes,No,Yes,Yes,,10 or more years,Six days a week,More than 75%,4,4,0,2,2,1
3130,Running,Female,4-Attracted to men more than women,39,16,"White, Caucasian",No,Yes,No,No,No,Yes,No,Yes,Yes,,4-6 years,Five days a week,I do not run with other people.,5,3,-2,1,2,2
3131,Running,Female,5-Attracted to men exclusively,39,18,"White, Caucasian",No,Yes,Yes,No,No,No,Yes,Yes,No,,4-6 years,Seven days a week,About 25%,5,3,-2,1,3,3
3132,Running,Female,5-Attracted to men exclusively,50,17,"White, Caucasian",No,Yes,No,No,Yes,Yes,No,Yes,No,,7-9 years,Three days a week,About 25%,5,3,-2,1,2,2
3133,Running,Female,5-Attracted to men exclusively,33,18,"White, Caucasian",No,Yes,No,No,Yes,Yes,No,Yes,No,,10 or more years,Six days a week,About 25%,2,1,-1,4,5,2
3134,Running,Female,4-Attracted to men more than women,43,18,Other,No,Yes,No,No,No,Yes,No,No,Yes,,7-9 years,Five days a week,About 75%,5,3,-2,1,3,2
3135,Running,Female,2-Attracted to women more than men,25,16,"White, Caucasian",No,Yes,No,No,Yes,No,No,Yes,No,,1-3 years,Seven days a week,About 75%,4,3,-1,2,1,2
3136,Running,Female,4-Attracted to men more than women,40,16,"White, Caucasian",No,Yes,No,No,No,No,Yes,No,No,,10 or more years,Six days a week,I do not run with other people.,5,1,-4,1,3,3
3137,Running,Female,5-Attracted to men exclusively,59,16,"White, Caucasian",No,Yes,No,No,Yes,No,No,Yes,No,,4-6 years,Six days a week,I do not run with other people.,6,3,-3,1,3,3
3138,Running,Female,4-Attracted to men more than women,50,22,"White, Caucasian",No,Yes,No,No,No,No,No,Yes,Yes,,10 or more years,Six days a week,More than 75%,8,5,-3,1,2,3
3139,Running,Female,5-Attracted to men exclusively,25,16,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,10 or more years,Four days a week,About 50%,4,3,-1,1,2,3
3140,Running,Female,5-Attracted to men exclusively,46,19,"White, Caucasian",No,Yes,No,Yes,No,Yes,Yes,Yes,No,,10 or more years,Six days a week,About 75%,3,2,-1,3,3,2
3141,Running,Female,5-Attracted to men exclusively,40,18,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,7-9 years,Three days a week,I do not run with other people.,8,1,-7,1,1,1
3142,Running,Female,4-Attracted to men more than women,37,22,"White, Caucasian",No,Yes,No,No,Yes,Yes,No,Yes,No,,1-3 years,Five days a week,About 50%,4,3,-1,1,3,2
3143,Running,Female,1-Attracted to women exclusively,61,14,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,10 or more years,Six days a week,I do not run with other people.,6,4,-2,1,1,1
3144,Running,Female,5-Attracted to men exclusively,40,18,"White, Caucasian",No,Yes,No,No,Yes,No,Yes,Yes,No,,10 or more years,Six days a week,I do not run with other people.,4,2,-2,2,3,2
3145,Running,Female,2-Attracted to women more than men,55,18,"White, Caucasian",No,Yes,No,No,No,Yes,Yes,Yes,No,,10 or more years,Six days a week,I do not run with other people.,4,3,-1,2,2,2
3146,Running,Female,5-Attracted to men exclusively,53,22,"White, Caucasian",No,Yes,No,No,Yes,Yes,Yes,No,No,,10 or more years,Five days a week,More than 75%,7,3,-4,1,2,4
3147,Running,Female,5-Attracted to men exclusively,52,14,"White, Caucasian",No,Yes,No,No,Yes,Yes,Yes,No,No,,10 or more years,Four days a week,About 50%,5,4,-1,1,3,4
3148,Running,Female,5-Attracted to men exclusively,42,22,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,,4-6 years,Six days a week,I do not run with other people.,4,3,-1,1,2,2
3149,Running,Female,5-Attracted to men exclusively,32,22,"White, Caucasian",No,Yes,No,Yes,Yes,No,No,Yes,Yes,,10 or more years,Six days a week,I do not run with other people.,3,2,-1,2,3,3
3150,Running,Female,5-Attracted to men exclusively,33,22,"White, Caucasian",No,Yes,No,No,No,Yes,Yes,Yes,Yes,"skiing, zumba",10 or more years,Three days a week,I do not run with other people.,6,4,-2,1,4,4
3151,Running,Female,5-Attracted to men exclusively,25,18,"White, Caucasian",No,Yes,No,No,No,No,No,Yes,No,,10 or more years,Seven days a week,I do not run with other people.,3,2,-1,3,3,3
3152,Running,Female,5-Attracted to men exclusively,30,16,"White, Caucasian",No,Yes,No,No,No,No,Yes,No,Yes,,10 or more years,Six days a week,About 50%,6,2,-4,1,1,1
3153,Running,Female,5-Attracted to men exclusively,34,20,"White, Caucasian",No,Yes,No,No,Yes,Yes,No,Yes,No,,10 or more years,Four days a week,I do not run with other people.,2,2,0,4,3,2
3154,Running,Female,5-Attracted to men exclusively,21,14,"White, Caucasian",No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,,7-9 years,Seven days a week,More than 75%,2,2,0,3,4,2
3155,Running,Female,5-Attracted to men exclusively,32,21,"White, Caucasian",No,Yes,No,No,No,No,Yes,No,No,Focused Abdominal/Core Workouts,7-9 years,Six days a week,About 25%,2,2,0,3,4,4
3156,Running,Female,5-Attracted to men exclusively,58,16,"White, Caucasian",No,Yes,No,No,No,Yes,Yes,Yes,Yes,,10 or more years,Five days a week,About 25%,2,1,-1,2,3,3
3157,Running,Female,5-Attracted to men exclusively,32,17,"White, Caucasian",No,Yes,No,No,Yes,No,Yes,No,No,walking,10 or more years,Three days a week,About 50%,3,3,0,3,3,3
3158,Running,Female,5-Attracted to men exclusively,45,17,"White, Caucasian",No,Yes,No,No,Yes,No,No,No,Yes,,1-3 years,Five days a week,About 75%,6,5,-1,1,2,2
3159,Running,Female,5-Attracted to men exclusively,30,18,"White, Caucasian",No,Yes,No,No,Yes,Yes,Yes,Yes,No,,7-9 years,Four days a week,I do not run with other people.,6,4,-2,1,2,3
3160,Running,Female,5-Attracted to men exclusively,44,14,"White, Caucasian",No,Yes,No,No,No,No,No,No,No,Tennis,10 or more years,Five days a week,More than 75%,4,3,-1,3,3,2
3161,Running,Female,4-Attracted to men more than women,50,20,"White, Caucasian",No,Yes,No,No,No,Yes,No,Yes,Yes,,10 or more years,Five days a week,Less than 25%,6,4,-2,1,2,3
5000,CrossFit,Male,1-Attracted to women exclusively,54,16,"White, Caucasian",No,No,Yes,No,No,No,Yes,No,No,,1-3 years,Six days a week,Less than 25%,,5,,,,
5001,CrossFit,Male,1-Attracted to women exclusively,27,16,"White, Caucasian",No,Yes,Yes,No,Yes,No,Yes,Yes,No,,4-6 years,Five days a week,About 50%,,6,,,,
5002,CrossFit,Male,1-Attracted to women exclusively,34,14,"White, Caucasian",No,No,Yes,No,No,Yes,Yes,Yes,Yes,,1-3 years,Four days a week,About 50%,,4,,,,
5003,CrossFit,Male,1-Attracted to women exclusively,35,14,"White, Caucasian",No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,,1-3 years,Five days a week,About 25%,,4,,,,
5004,CrossFit,Male,1-Attracted to women exclusively,19,13,Other,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,,1-3 years,Five days a week,About 50%,,6,,,,
5005,CrossFit,Male,1-Attracted to women exclusively,28,13,"White, Caucasian",Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Powerlifting,Less than 1 year,Five days a week,About 50%,,4,,,,
5006,CrossFit,Male,1-Attracted to women exclusively,33,14,"White, Caucasian",No,No,Yes,No,No,No,Yes,No,No,,10 or more years,Three days a week,About 50%,,5,,,,
5007,CrossFit,Male,1-Attracted to women exclusively,39,16,"White, Caucasian",No,No,Yes,No,No,No,Yes,No,No,,4-6 years,Five days a week,About 75%,,6,,,,
5008,CrossFit,Male,1-Attracted to women exclusively,53,20,"White, Caucasian",No,No,Yes,No,No,No,Yes,No,No,,4-6 years,Five days a week,About 50%,,4,,,,
5009,CrossFit,Male,1-Attracted to women exclusively,30,18,Asian,No,Yes,Yes,No,No,No,Yes,No,No,,4-6 years,Five days a week,About 25%,,4,,,,
5010,CrossFit,Male,1-Attracted to women exclusively,38,18,"White, Caucasian",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Skiing,4-6 years,Four days a week,About 75%,,5,,,,
5011,CrossFit,Male,1-Attracted to women exclusively,50,18,"Native Hawaiian, Other Pacific Islander",No,Yes,Yes,No,No,Yes,Yes,No,No,,1-3 years,Five days a week,Less than 25%,,5,,,,
5012,CrossFit,Male,1-Attracted to women exclusively,38,14,"White, Caucasian",No,Yes,Yes,No,No,No,Yes,No,No,,4-6 years,Seven days a week,About 50%,,3,,,,
5013,CrossFit,Male,1-Attracted to women exclusively,53,16,Other,No,No,Yes,No,Yes,No,Yes,No,No,,1-3 years,Four days a week,About 50%,,6,,,,
5014,CrossFit,Male,1-Attracted to women exclusively,29,16,"White, Caucasian",No,Yes,Yes,No,Yes,No,Yes,Yes,No,,4-6 years,Six days a week,About 25%,,4,,,,
5015,CrossFit,Male,1-Attracted to women exclusively,32,12,"White, Caucasian",No,No,Yes,No,No,No,Yes,Yes,No,,1-3 years,Four days a week,About 25%,,7,,,,
5016,CrossFit,Male,1-Attracted to women exclusively,48,18,Asian,No,No,Yes,No,No,No,Yes,Yes,Yes,Boot camp,1-3 years,Two days a week,About 25%,,5,,,,
5017,CrossFit,Male,1-Attracted to women exclusively,47,16,"White, Caucasian",No,No,Yes,No,No,Yes,Yes,Yes,No,,1-3 years,Three days a week,About 75%,,5,,,,
5018,CrossFit,Male,1-Attracted to women exclusively,32,16,Asian,No,Yes,Yes,No,No,No,Yes,No,No,,1-3 years,Three days a week,About 75%,,4,,,,
5019,CrossFit,Male,1-Attracted to women exclusively,30,16,"White, Caucasian",No,Yes,Yes,Yes,No,No,Yes,No,No,,1-3 years,Five days a week,About 75%,,3,,,,
5020,CrossFit,Male,1-Attracted to women exclusively,39,18,"White, Caucasian",No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,,1-3 years,Two days a week,About 25%,,4,,,,
5021,CrossFit,Male,1-Attracted to women exclusively,41,19,"White, Caucasian",No,Yes,Yes,No,No,Yes,No,Yes,No,,4-6 years,Three days a week,About 50%,,4,,,,
5022,CrossFit,Male,1-Attracted to women exclusively,37,16,"White, Caucasian",No,Yes,Yes,No,No,Yes,Yes,No,No,,1-3 years,Four days a week,About 50%,,5,,,,
5023,CrossFit,Male,1-Attracted to women exclusively,29,19,"White, Caucasian",No,Yes,Yes,No,No,No,Yes,Yes,No,,7-9 years,Five days a week,About 25%,,6,,,,
5024,CrossFit,Male,1-Attracted to women exclusively,41,18,"White, Caucasian",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"skiing, snowboarding, ",1-3 years,Two days a week,About 50%,,3,,,,
5025,CrossFit,Male,1-Attracted to women exclusively,29,16,"White, Caucasian",No,No,Yes,No,Yes,No,Yes,Yes,No,,1-3 years,Five days a week,About 50%,,4,,,,
5026,CrossFit,Male,2-Attracted to women more than men,29,17,"White, Caucasian",No,Yes,Yes,No,No,Yes,Yes,No,No,,4-6 years,Five days a week,About 50%,,4,,,,
5027,CrossFit,Male,1-Attracted to women exclusively,28,14,"White, Caucasian",No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,4-6 years,Five days a week,About 25%,,4,,,,
5028,CrossFit,Male,1-Attracted to women exclusively,32,12,"White, Caucasian",No,Yes,Yes,No,Yes,No,Yes,Yes,No,,1-3 years,Two days a week,About 50%,,6,,,,
5029,CrossFit,Male,1-Attracted to women exclusively,28,16,"White, Caucasian",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,4-6 years,Five days a week,About 50%,,3,,,,
5030,CrossFit,Male,4-Attracted to men more than women,33,18,"White, Caucasian",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,1-3 years,Seven days a week,About 25%,,5,,,,
5031,CrossFit,Male,1-Attracted to women exclusively,27,19,"White, Caucasian",No,Yes,Yes,No,Yes,No,Yes,No,No,,1-3 years,Five days a week,About 25%,,3,,,,
5032,CrossFit,Male,1-Attracted to women exclusively,30,22,"White, Caucasian",No,Yes,Yes,No,No,Yes,Yes,Yes,No,,1-3 years,Three days a week,About 75%,,3,,,,
5033,CrossFit,Male,1-Attracted to women exclusively,51,20,"White, Caucasian",No,No,Yes,No,No,No,No,No,Yes,,Less than 1 year,Three days a week,About 25%,,4,,,,
5034,CrossFit,Male,1-Attracted to women exclusively,34,16,"White, Caucasian",No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,"Yard work, walking the dog, being active",1-3 years,Four days a week,About 75%,,4,,,,
5035,CrossFit,Male,1-Attracted to women exclusively,42,16,Other,Yes,Yes,Yes,No,No,No,Yes,No,No,N/A,4-6 years,Four days a week,About 25%,,> 7,,,,
5036,CrossFit,Male,1-Attracted to women exclusively,28,16,"White, Caucasian",No,Yes,Yes,No,No,No,Yes,No,No,,Less than 1 year,Three days a week,About 50%,,4,,,,
5037,CrossFit,Male,1-Attracted to women exclusively,34,16,"White, Caucasian",No,Yes,Yes,No,No,No,Yes,Yes,No,,1-3 years,Five days a week,About 50%,,4,,,,
5038,CrossFit,Male,1-Attracted to women exclusively,28,18,"White, Caucasian",No,No,Yes,No,No,No,Yes,No,No,,Less than 1 year,Four days a week,Less than 25%,,< 1,,,,
5039,CrossFit,Male,1-Attracted to women exclusively,27,22,Asian,No,Yes,Yes,No,No,No,Yes,No,No,,Less than 1 year,Four days a week,About 50%,,2,,,,
5040,CrossFit,Male,1-Attracted to women exclusively,27,16,Asian,No,Yes,Yes,No,No,No,Yes,Yes,No,Basketball,1-3 years,Three days a week,About 25%,,5,,,,
5041,CrossFit,Male,1-Attracted to women exclusively,23,15,"White, Caucasian",No,Yes,Yes,No,No,No,Yes,Yes,No,Ultimate Frisbee,1-3 years,Four days a week,About 50%,,4,,,,
5042,CrossFit,Male,2-Attracted to women more than men,31,14,"White, Caucasian",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,1-3 years,Four days a week,About 50%,,5,,,,
5043,CrossFit,Male,1-Attracted to women exclusively,24,16,"White, Caucasian",No,No,Yes,No,No,No,Yes,No,No,,Less than 1 year,Four days a week,About 50%,,5,,,,
5044,CrossFit,Male,1-Attracted to women exclusively,38,17,"White, Caucasian",No,Yes,Yes,No,No,Yes,Yes,No,No,,1-3 years,Three days a week,About 50%,,3,,,,
5045,CrossFit,Male,1-Attracted to women exclusively,21,15,"White, Caucasian",No,Yes,Yes,No,No,No,Yes,No,Yes,Powerlifting,1-3 years,Five days a week,About 25%,,4,,,,
5046,CrossFit,Male,1-Attracted to women exclusively,29,16,"Native Hawaiian, Other Pacific Islander",No,Yes,Yes,No,No,No,Yes,No,No,Ultimate Frisbee,1-3 years,Four days a week,About 25%,,5,,,,
5047,CrossFit,Male,1-Attracted to women exclusively,32,18,"White, Caucasian",No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,1-3 years,Five days a week,About 50%,,4,,,,
5048,CrossFit,Male,1-Attracted to women exclusively,27,12,"White, Caucasian",No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,Less than 1 year,Six days a week,About 50%,,5,,,,
5049,CrossFit,Male,2-Attracted to women more than men,34,18,"White, Caucasian",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Less than 1 year,Three days a week,About 50%,,5,,,,
5050,CrossFit,Male,1-Attracted to women exclusively,24,15,Asian,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,1-3 years,Two days a week,About 25%,,3,,,,
5051,CrossFit,Male,1-Attracted to women exclusively,48,18,Other,No,No,Yes,Yes,No,Yes,Yes,Yes,No,,4-6 years,Four days a week,About 75%,,5,,,,
5052,CrossFit,Male,1-Attracted to women exclusively,31,16,"White, Caucasian",No,Yes,Yes,No,No,No,Yes,Yes,No,,Less than 1 year,Three days a week,About 50%,,5,,,,
5053,CrossFit,Male,1-Attracted to women exclusively,30,16,Asian,No,Yes,Yes,No,Yes,No,Yes,No,No,,Less than 1 year,Five days a week,About 50%,,2,,,,
5054,CrossFit,Male,1-Attracted to women exclusively,37,20,"White, Caucasian",No,Yes,Yes,No,No,No,No,No,No,,1-3 years,Five days a week,About 25%,,5,,,,
5055,CrossFit,Male,1-Attracted to women exclusively,29,22,"Native Hawaiian, Other Pacific Islander",No,Yes,Yes,No,No,Yes,Yes,No,Yes,Strongman,Less than 1 year,Seven days a week,I do not do CrossFit with other people.,,5,,,,
5056,CrossFit,Male,1-Attracted to women exclusively,23,15,"White, Caucasian",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,1-3 years,Five days a week,About 25%,,4,,,,
5057,CrossFit,Male,1-Attracted to women exclusively,41,16,"White, Caucasian",Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,,Less than 1 year,Four days a week,About 75%,,6,,,,
5058,CrossFit,Male,1-Attracted to women exclusively,18,12,Other,Yes,Yes,Yes,No,No,No,Yes,No,No,,Less than 1 year,Four days a week,About 75%,,6,,,,
5059,CrossFit,Male,1-Attracted to women exclusively,27,12,"White, Caucasian",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,Less than 1 year,Four days a week,About 25%,,4,,,,
5060,CrossFit,Male,1-Attracted to women exclusively,28,17,"White, Caucasian",No,Yes,Yes,No,No,No,Yes,No,No,,1-3 years,Six days a week,About 50%,,5,,,,
5061,CrossFit,Male,1-Attracted to women exclusively,25,15,Asian,No,No,Yes,No,No,No,Yes,No,No,,1-3 years,Six days a week,About 50%,,3,,,,
5062,CrossFit,Male,1-Attracted to women exclusively,21,15,Other,Yes,Yes,Yes,No,No,No,Yes,No,No,,1-3 years,Five days a week,About 50%,,6,,,,
5063,CrossFit,Male,1-Attracted to women exclusively,32,16,"White, Caucasian",No,No,Yes,No,No,No,Yes,No,No,Flag Football,Less than 1 year,Four days a week,About 50%,,2,,,,
5064,CrossFit,Male,1-Attracted to women exclusively,36,16,"White, Caucasian",No,Yes,Yes,No,No,No,Yes,Yes,No,,1-3 years,Six days a week,About 25%,,1,,,,
5065,CrossFit,Male,1-Attracted to women exclusively,34,16,"White, Caucasian",No,No,Yes,No,No,No,Yes,No,No,,1-3 years,Four days a week,About 75%,,4,,,,
5066,CrossFit,Male,1-Attracted to women exclusively,28,18,"White, Caucasian",Yes,No,Yes,No,No,Yes,No,No,Yes,,1-3 years,Three days a week,About 50%,,2,,,,
5067,CrossFit,Male,1-Attracted to women exclusively,30,16,Asian,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Hockey,1-3 years,Five days a week,About 25%,,3,,,,
5068,CrossFit,Male,1-Attracted to women exclusively,28,15,"White, Caucasian",No,No,Yes,No,Yes,Yes,Yes,No,No,,1-3 years,Six days a week,About 25%,,5,,,,
5069,CrossFit,Male,1-Attracted to women exclusively,36,16,"White, Caucasian",No,No,Yes,No,Yes,No,Yes,Yes,Yes,,1-3 years,Four days a week,About 25%,,4,,,,
5070,CrossFit,Male,1-Attracted to women exclusively,29,18,"White, Caucasian",No,No,Yes,No,No,No,Yes,Yes,No,,1-3 years,Five days a week,Less than 25%,,2,,,,
5071,CrossFit,Male,1-Attracted to women exclusively,27,18,"White, Caucasian",No,Yes,Yes,No,No,No,Yes,Yes,No,,1-3 years,Five days a week,About 25%,,4,,,,
5072,CrossFit,Male,1-Attracted to women exclusively,25,16,"White, Caucasian",No,Yes,Yes,No,No,No,Yes,No,Yes,,1-3 years,Three days a week,Less than 25%,,4,,,,
5073,CrossFit,Male,1-Attracted to women exclusively,28,16,"White, Caucasian",No,No,Yes,No,Yes,Yes,Yes,Yes,No,,1-3 years,Five days a week,About 50%,,5,,,,
5074,CrossFit,Male,1-Attracted to women exclusively,26,16,"White, Caucasian",No,Yes,Yes,No,No,No,No,No,No,,Less than 1 year,Three days a week,About 50%,,5,,,,
5075,CrossFit,Male,1-Attracted to women exclusively,36,16,"White, Caucasian",No,Yes,Yes,No,No,No,Yes,No,No,,Less than 1 year,Five days a week,About 50%,,3,,,,
5076,CrossFit,Male,1-Attracted to women exclusively,32,16,"White, Caucasian",No,No,Yes,No,No,No,Yes,Yes,No,,1-3 years,Six days a week,Less than 25%,,4,,,,
5077,CrossFit,Male,1-Attracted to women exclusively,22,14,"White, Caucasian",No,No,Yes,No,No,No,Yes,No,No,,1-3 years,Six days a week,About 50%,,3,,,,
5078,CrossFit,Male,1-Attracted to women exclusively,36,16,Other,No,Yes,Yes,No,Yes,No,Yes,No,No,,1-3 years,Five days a week,About 50%,,3,,,,
5079,CrossFit,Male,1-Attracted to women exclusively,36,16,"White, Caucasian",No,Yes,Yes,No,No,No,Yes,No,No,,4-6 years,Three days a week,About 50%,,5,,,,
5080,CrossFit,Male,1-Attracted to women exclusively,36,16,"White, Caucasian",No,Yes,Yes,No,No,No,No,No,No,,Less than 1 year,Three days a week,Less than 25%,,2,,,,
5081,CrossFit,Male,1-Attracted to women exclusively,23,15,"White, Caucasian",No,No,Yes,No,Yes,No,Yes,No,No,,Less than 1 year,Five days a week,About 75%,,6,,,,
5082,CrossFit,Male,1-Attracted to women exclusively,38,22,"White, Caucasian",No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,,1-3 years,Six days a week,About 50%,,3,,,,
5083,CrossFit,Male,2-Attracted to women more than men,33,16,Asian,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Tennis,1-3 years,Four days a week,About 50%,,4,,,,
5084,CrossFit,Male,1-Attracted to women exclusively,33,16,"White, Caucasian",No,Yes,Yes,No,No,Yes,Yes,Yes,No,Hockey,1-3 years,Six days a week,About 50%,,3,,,,
5085,CrossFit,Male,1-Attracted to women exclusively,26,16,"White, Caucasian",No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,1-3 years,Six days a week,About 50%,,6,,,,
5086,CrossFit,Male,1-Attracted to women exclusively,25,14,"White, Caucasian",No,No,Yes,No,No,No,Yes,Yes,No,,4-6 years,Five days a week,About 75%,,2,,,,
5087,CrossFit,Male,1-Attracted to women exclusively,30,18,"White, Caucasian",No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Lacrosse,Less than 1 year,Five days a week,About 50%,,4,,,,
5088,CrossFit,Male,1-Attracted to women exclusively,24,16,"White, Caucasian",No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,Less than 1 year,Five days a week,About 50%,,3,,,,
5089,CrossFit,Male,1-Attracted to women exclusively,31,18,"White, Caucasian",No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,"surfing, kite surfing, skiing, hockey",1-3 years,Five days a week,About 50%,,3,,,,
5090,CrossFit,Male,1-Attracted to women exclusively,27,16,"White, Caucasian",No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,,1-3 years,Six days a week,About 50%,,4,,,,
5091,CrossFit,Male,1-Attracted to women exclusively,27,18,"White, Caucasian",No,No,Yes,No,No,No,Yes,No,No,,1-3 years,Three days a week,About 50%,,3,,,,
5092,CrossFit,Male,1-Attracted to women exclusively,28,16,"White, Caucasian",No,Yes,Yes,No,No,No,Yes,Yes,Yes,,4-6 years,Five days a week,About 50%,,7,,,,
5093,CrossFit,Male,1-Attracted to women exclusively,30,22,"White, Caucasian",No,No,Yes,No,No,No,No,Yes,Yes,,Less than 1 year,Five days a week,About 25%,,3,,,,
5094,CrossFit,Male,1-Attracted to women exclusively,41,16,"White, Caucasian",No,Yes,Yes,No,No,No,Yes,No,No,,1-3 years,Four days a week,About 25%,,2,,,,
5095,CrossFit,Male,1-Attracted to women exclusively,38,14,"White, Caucasian",No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,,4-6 years,Five days a week,About 50%,,6,,,,
5096,CrossFit,Male,1-Attracted to women exclusively,42,18,"White, Caucasian",No,Yes,Yes,No,No,No,Yes,No,No,,4-6 years,Five days a week,About 50%,,4,,,,
5097,CrossFit,Male,1-Attracted to women exclusively,32,16,"White, Caucasian",No,Yes,Yes,No,No,No,Yes,No,No,Recreational sports,1-3 years,Four days a week,About 75%,,4,,,,
5098,CrossFit,Male,1-Attracted to women exclusively,34,16,"White, Caucasian",No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Skiing/Snowboarding,1-3 years,Five days a week,About 25%,,6,,,,
5099,CrossFit,Male,1-Attracted to women exclusively,36,16,"White, Caucasian",No,No,Yes,No,No,No,Yes,Yes,No,Raquetteball ,4-6 years,Four days a week,About 50%,,2,,,,
